"Country","year","sexRatio"
"Aruba","2035",91.489
"ASIA","2035",103.585
"Australia","2035",98.845
"Australia/New Zealand","2035",98.802
"Austria","2035",96.908
"Azerbaijan","2035",97.275
"Bahamas","2035",92.86
"Bahrain","2035",125.656
"Bangladesh","2035",101.035
"Barbados","2035",95.191
"Belarus","2035",85.88
"Belgium","2035",95.733
"Belize","2035",100.824
"Benin","2035",102.403
"Bhutan","2035",106.481
"Bolivia","2035",99.78
"Bosnia and Herzegovina","2035",92.691
"Botswana","2035",104.759
"Brazil","2035",95.06
"Brunei","2035",101.185
"Bulgaria","2035",92.54
"Burkina Faso","2035",100.764
"Burundi","2035",97.023
"Cambodia","2035",99.029
"Cameroon","2035",100.535
"Canada","2035",101.408
"Cape Verde","2035",93.867
"Caribbean","2035",97.231
"Central African Rep.","2035",97.932
"Central America","2035",96.009
"Chad","2035",99.676
"Channel Islands","2035",94.737
"Chile","2035",96.554
"China","2035",106.958
"Hong Kong, China","2035",86.524
"Macao, China","2035",86.84
"Colombia","2035",95.942
"Comoros","2035",100.263
"Congo, Rep.","2035",100.174
"Costa Rica","2035",101.424
"Cote d'Ivoire","2035",100.826
"Croatia","2035",94.112
"Cuba","2035",99.119
"Cyprus","2035",96.205
"Czech Rep.","2035",97.392
"Korea, Dem. Rep.","2035",97.681
"Congo, Dem. Rep.","2035",98.395
"Denmark","2035",98.718
"Djibouti","2035",100.338
"Dominican Rep.","2035",98.87
"Eastern Africa","2035",99.833
"Eastern Asia","2035",105.315
"Eastern Europe","2035",87.839
"Ecuador","2035",98.739
"Egypt","2035",99.386
"El Salvador","2035",87.487
"Equatorial Guinea","2035",99.095
"Eritrea","2035",98.785
"Estonia","2035",88.804
"Ethiopia","2035",99.356
"EUROPE","2035",93.604
"Fiji","2035",102.822
"Finland","2035",96.194
"France","2035",95.989
"French Guiana","2035",98.458
"French Polynesia","2035",101.282
"Gabon","2035",101.648
"Gambia","2035",98.376
"Georgia","2035",89.485
"Germany","2035",96.399
"Ghana","2035",102.716
"Greece","2035",99.102
"Grenada","2035",102.573
"Guadeloupe","2035",88.447
"Guam","2035",101.37
"Guatemala","2035",95.586
"Guinea","2035",102.251
"Guinea-Bissau","2035",98.587
"Guyana","2035",101.745
"Haiti","2035",97.961
"Honduras","2035",100.399
"Hungary","2035",91.627
"Iceland","2035",108.257
"India","2035",104.7
"Indonesia","2035",98.701
"Iran","2035",101.059
"Iraq","2035",102.757
"Ireland","2035",100.291
"Israel","2035",100.503
"Italy","2035",96.04
"Jamaica","2035",95.104
"Japan","2035",92.779
"Jordan","2035",103.188
"Kazakhstan","2035",90.2
"Kenya","2035",100.644
"Kuwait","2035",133.038
"Kyrgyzstan","2035",97.147
"Laos","2035",100.656
"LATIN AMERICA AND THE CARIBBEAN","2035",96.338
"Latvia","2035",88.965
"Least developed countries","2035",99.905
"Lebanon","2035",95.809
"Lesotho","2035",95.058
"Less developed regions","2035",102.219
"Less developed regions, excluding China","2035",101.088
"Less developed regions, excluding least developed countries","2035",102.766
"Liberia","2035",99.755
"Libya","2035",102.931
"Lithuania","2035",89.72
"Luxembourg","2035",100.024
"Madagascar","2035",98.959
"Malawi","2035",101.409
"Malaysia","2035",101.353
"Maldives","2035",100.136
"Mali","2035",98.907
"Malta","2035",100.044
"Martinique","2035",89.48
"Mauritania","2035",102.339
"Mauritius","2035",94.999
"Mayotte","2035",97.96
"Melanesia","2035",103.066
"Mexico","2035",95.766
"Micronesia","2035",96.416
"Micronesia, Fed. Sts.","2035",105.913
"Middle Africa","2035",98.687
"Mongolia","2035",97.208
"Montenegro","2035",97.775
"More developed regions","2035",95.552
"Morocco","2035",95.027
"Mozambique","2035",99.942
"Myanmar","2035",94.752
"Namibia","2035",100.867
"Nepal","2035",97.022
"Netherlands","2035",98.654
"Netherlands Antilles","2035",85.618
"New Caledonia","2035",97.66
"New Zealand","2035",98.579
"Nicaragua","2035",96.827
"Niger","2035",101.304
"Nigeria","2035",101.475
"Northern Africa","2035",99.675
"NORTHERN AMERICA","2035",99.493
"Northern Europe","2035",97.894
"Norway","2035",99.309
"West Bank and Gaza","2035",103.626
"OCEANIA","2035",100.042
"Oman","2035",117.163
"Pakistan","2035",105.381
"Panama","2035",100.352
"Papua New Guinea","2035",102.963
"Paraguay","2035",99.986
"Peru","2035",99.533
"Philippines","2035",101.562
"Poland","2035",91.613
"Polynesia","2035",103.161
"Portugal","2035",94.149
"Puerto Rico","2035",91.992
"Qatar","2035",267.226
"Korea, Rep.","2035",96.378
"Moldova","2035",89.874
"Reunion","2035",93.535
"Romania","2035",93.636
"Russia","2035",84.955
"Rwanda","2035",95.322
"Saint Lucia","2035",94.909
"Saint Vincent and the Grenadines","2035",99.713
"Samoa","2035",109.577
"Sao Tome and Principe","2035",98.82
"Saudi Arabia","2035",110.946
"Senegal","2035",97.405
"Serbia","2035",98.519
"Sierra Leone","2035",97.297
"Singapore","2035",97.987
"Slovak Republic","2035",93.561
"Slovenia","2035",96.432
"Solomon Islands","2035",106.903
"Somalia","2035",99.034
"South Africa","2035",99.522
"South America","2035",96.379
"South-Central Asia","2035",103.79
"South-Eastern Asia","2035",98.778
"Southern Africa","2035",99.667
"Southern Europe","2035",97.455
"Spain","2035",99.972
"Sri Lanka","2035",93.394
"Sub- Saharan Africa","2035",100.144
"Sudan","2035",101.454
"Suriname","2035",98.858
"Swaziland","2035",101.624
"Sweden","2035",99.119
"Switzerland","2035",92.6
"Syria","2035",102.945
"Tajikistan","2035",96.842
"Macedonia, FYR","2035",99.343
"Thailand","2035",95.354
"Timor-Leste","2035",103.361
"Togo","2035",98.784
"Tonga","2035",102.678
"Trinidad and Tobago","2035",91.792
"Tunisia","2035",99.999
"Turkey","2035",99.261
"Turkmenistan","2035",95.75
"Uganda","2035",100.263
"Ukraine","2035",86.64
"United Arab Emirates","2035",190.773
"United Kingdom","2035",98.213
"Tanzania","2035",100.84
"United States","2035",99.287
"Virgin Islands (U.S.)","2035",87.728
"Uruguay","2035",94.792
"Uzbekistan","2035",97.94
"Vanuatu","2035",103.03
"Venezuela","2035",99.016
"Vietnam","2035",99.199
"Western Africa","2035",101.031
"Western Asia","2035",104.369
"Western Europe","2035",96.286
"Western Sahara","2035",105.989
"WORLD","2035",101.192
"Yemen, Rep.","2035",101.401
"Zambia","2035",101.21
"Zimbabwe","2035",100.045
"Afghanistan","2040",107.125
"AFRICA","2040",99.988
"Albania","2040",95.062
"Algeria","2040",100.919
"Angola","2040",97.074
"Argentina","2040",95.747
"Armenia","2040",89.447
"Aruba","2040",91.633
"ASIA","2040",103.258
"Australia","2040",98.791
"Australia/New Zealand","2040",98.766
"Austria","2040",96.876
"Azerbaijan","2040",97.32
"Bahamas","2040",92.334
"Bahrain","2040",123.671
"Bangladesh","2040",100.6
"Barbados","2040",94.868
"Belarus","2040",85.912
"Belgium","2040",95.47
"Belize","2040",100.601
"Benin","2040",102.261
"Bhutan","2040",105.248
"Bolivia","2040",99.686
"Bosnia and Herzegovina","2040",92.768
"Botswana","2040",105.092
"Brazil","2040",94.657
"Brunei","2040",100.114
"Bulgaria","2040",92.737
"Burkina Faso","2040",100.74
"Burundi","2040",96.885
"Cambodia","2040",99.262
"Cameroon","2040",100.473
"Canada","2040",101.774
"Cape Verde","2040",93.874
"Caribbean","2040",97.051
"Central African Rep.","2040",98.085
"Central America","2040",95.708
"Chad","2040",99.742
"Channel Islands","2040",94.597
"Chile","2040",96.139
"China","2040",106.666
"Hong Kong, China","2040",85.796
"Macao, China","2040",85.656
"Colombia","2040",95.841
"Comoros","2040",100.088
"Congo, Rep.","2040",100.188
"Costa Rica","2040",100.954
"Cote d'Ivoire","2040",100.531
"Croatia","2040",94.237
"Cuba","2040",98.816
"Cyprus","2040",96.444
"Czech Rep.","2040",97.586
"Korea, Dem. Rep.","2040",97.097
"Congo, Dem. Rep.","2040",98.296
"Denmark","2040",98.835
"Djibouti","2040",100.288
"Dominican Rep.","2040",98.446
"Eastern Africa","2040",99.894
"Eastern Asia","2040",105.037
"Eastern Europe","2040",88.14
"Ecuador","2040",98.388
"Egypt","2040",99.034
"El Salvador","2040",87.643
"Equatorial Guinea","2040",99.191
"Eritrea","2040",98.847
"Estonia","2040",89.465
"Ethiopia","2040",99.306
"EUROPE","2040",93.804
"Fiji","2040",102.819
"Finland","2040",96.147
"France","2040",96.1
"French Guiana","2040",98.323
"French Polynesia","2040",100.745
"Gabon","2040",101.884
"Gambia","2040",98.322
"Georgia","2040",89.865
"Germany","2040",96.133
"Ghana","2040",102.61
"Greece","2040",99.236
"Grenada","2040",102.651
"Guadeloupe","2040",87.964
"Guam","2040",101.024
"Guatemala","2040",95.562
"Guinea","2040",102.205
"Guinea-Bissau","2040",98.602
"Guyana","2040",101.073
"Haiti","2040",97.926
"Honduras","2040",100.356
"Hungary","2040",92.047
"Iceland","2040",107.71
"India","2040",104.277
"Indonesia","2040",98.353
"Iran","2040",100.589
"Iraq","2040",102.601
"Ireland","2040",100.148
"Israel","2040",100.696
"Italy","2040",96.133
"Jamaica","2040",94.919
"Japan","2040",92.544
"Jordan","2040",102.777
"Kazakhstan","2040",90.568
"Kenya","2040",100.665
"Kuwait","2040",130.444
"Kyrgyzstan","2040",97.054
"Laos","2040",100.602
"LATIN AMERICA AND THE CARIBBEAN","2040",96.044
"Latvia","2040",89.448
"Least developed countries","2040",99.842
"Lebanon","2040",95.854
"Lesotho","2040",95.462
"Less developed regions","2040",101.934
"Less developed regions, excluding China","2040",100.855
"Less developed regions, excluding least developed countries","2040",102.454
"Liberia","2040",99.79
"Libya","2040",102.206
"Lithuania","2040",89.874
"Luxembourg","2040",99.912
"Madagascar","2040",98.837
"Malawi","2040",101.857
"Malaysia","2040",101.058
"Maldives","2040",99.802
"Mali","2040",99.058
"Malta","2040",99.879
"Martinique","2040",89.758
"Mauritania","2040",102.086
"Mauritius","2040",94.462
"Mayotte","2040",97.549
"Melanesia","2040",103.056
"Mexico","2040",95.361
"Micronesia","2040",95.995
"Micronesia, Fed. Sts.","2040",106.098
"Middle Africa","2040",98.628
"Mongolia","2040",97.003
"Montenegro","2040",98.078
"More developed regions","2040",95.728
"Morocco","2040",94.723
"Mozambique","2040",100.613
"Myanmar","2040",94.603
"Namibia","2040",101.21
"Nepal","2040",96.688
"Netherlands","2040",98.615
"Netherlands Antilles","2040",85.545
"New Caledonia","2040",97.262
"New Zealand","2040",98.636
"Nicaragua","2040",96.481
"Niger","2040",101.368
"Nigeria","2040",101.517
"Northern Africa","2040",99.396
"NORTHERN AMERICA","2040",99.593
"Northern Europe","2040",98.095
"Norway","2040",99.083
"West Bank and Gaza","2040",103.49
"OCEANIA","2040",100.031
"Oman","2040",115.234
"Pakistan","2040",105.102
"Panama","2040",100.02
"Papua New Guinea","2040",102.971
"Paraguay","2040",99.645
"Peru","2040",99.242
"Philippines","2040",101.496
"Poland","2040",91.527
"Polynesia","2040",102.906
"Portugal","2040",94.173
"Puerto Rico","2040",92.304
"Qatar","2040",261.247
"Korea, Rep.","2040",95.695
"Moldova","2040",90.088
"Reunion","2040",93.268
"Romania","2040",93.509
"Russia","2040",85.354
"Rwanda","2040",95.344
"Saint Lucia","2040",94.656
"Saint Vincent and the Grenadines","2040",99.06
"Samoa","2040",109.629
"Sao Tome and Principe","2040",98.848
"Saudi Arabia","2040",109.254
"Senegal","2040",97.274
"Serbia","2040",98.665
"Sierra Leone","2040",97.566
"Singapore","2040",97.367
"Slovak Republic","2040",93.503
"Slovenia","2040",96.309
"Solomon Islands","2040",106.75
"Somalia","2040",99.047
"South Africa","2040",99.872
"South America","2040",96.078
"South-Central Asia","2040",103.42
"South-Eastern Asia","2040",98.62
"Southern Africa","2040",100.026
"Southern Europe","2040",97.58
"Spain","2040",100.141
"Sri Lanka","2040",93.02
"Sub- Saharan Africa","2040",100.167
"Sudan","2040",101.367
"Suriname","2040",98.605
"Swaziland","2040",102.032
"Sweden","2040",99.125
"Switzerland","2040",91.981
"Syria","2040",102.628
"Tajikistan","2040",96.676
"Macedonia, FYR","2040",99.252
"Thailand","2040",95.267
"Timor-Leste","2040",103.217
"Togo","2040",98.82
"Tonga","2040",102.855
"Trinidad and Tobago","2040",91.308
"Tunisia","2040",99.815
"Turkey","2040",98.83
"Turkmenistan","2040",95.529
"Uganda","2040",100.003
"Ukraine","2040",87.226
"United Arab Emirates","2040",188.569
"United Kingdom","2040",98.485
"Tanzania","2040",100.927
"United States","2040",99.357
"Virgin Islands (U.S.)","2040",87.896
"Uruguay","2040",94.956
"Uzbekistan","2040",97.696
"Vanuatu","2040",102.956
"Venezuela","2040",98.629
"Vietnam","2040",99.205
"Western Africa","2040",101.023
"Western Asia","2040",103.956
"Western Europe","2040",96.168
"Western Sahara","2040",104.561
"WORLD","2040",101.006
"Yemen, Rep.","2040",101.215
"Zambia","2040",101.456
"Zimbabwe","2040",100.611
"Afghanistan","2045",107.052
"AFRICA","2045",99.928
"Albania","2045",94.969
"Algeria","2045",100.552
"Angola","2045",97.017
"Argentina","2045",95.505
"Armenia","2045",89.999
"Aruba","2045",92.055
"ASIA","2045",102.961
"Australia","2045",98.818
"Australia/New Zealand","2045",98.81
"Austria","2045",96.82
"Azerbaijan","2045",97.433
"Bahamas","2045",91.855
"Bahrain","2045",121.628
"Bangladesh","2045",100.131
"Barbados","2045",94.682
"Belarus","2045",86.18
"Belgium","2045",95.263
"Belize","2045",100.364
"Benin","2045",102.08
"Bhutan","2045",104.001
"Bolivia","2045",99.545
"Bosnia and Herzegovina","2045",93.069
"Botswana","2045",105.095
"Brazil","2045",94.277
"Brunei","2045",99.236
"Bulgaria","2045",93.069
"Burkina Faso","2045",100.671
"Burundi","2045",96.71
"Cambodia","2045",99.363
"Cameroon","2045",100.35
"Canada","2045",102.154
"Cape Verde","2045",93.758
"Caribbean","2045",96.88
"Central African Rep.","2045",98.183
"Central America","2045",95.398
"Chad","2045",99.76
"Channel Islands","2045",94.616
"Chile","2045",95.756
"China","2045",106.426
"Hong Kong, China","2045",85.306
"Macao, China","2045",84.707
"Colombia","2045",95.743
"Comoros","2045",99.896
"Congo, Rep.","2045",100.185
"Costa Rica","2045",100.489
"Cote d'Ivoire","2045",100.248
"Croatia","2045",94.459
"Cuba","2045",98.486
"Cyprus","2045",96.779
"Czech Rep.","2045",97.805
"Korea, Dem. Rep.","2045",96.663
"Congo, Dem. Rep.","2045",98.169
"Denmark","2045",99.068
"Djibouti","2045",100.168
"Dominican Rep.","2045",98.032
"Eastern Africa","2045",99.893
"Eastern Asia","2045",104.815
"Eastern Europe","2045",88.67
"Ecuador","2045",98.047
"Egypt","2045",98.695
"El Salvador","2045",87.854
"Equatorial Guinea","2045",99.283
"Eritrea","2045",98.802
"Estonia","2045",90.329
"Ethiopia","2045",99.218
"EUROPE","2045",94.096
"Fiji","2045",102.824
"Finland","2045",96.301
"France","2045",96.286
"French Guiana","2045",98.283
"French Polynesia","2045",100.279
"Gabon","2045",102.056
"Gambia","2045",98.256
"Georgia","2045",90.468
"Germany","2045",95.803
"Ghana","2045",102.473
"Greece","2045",99.315
"Grenada","2045",102.686
"Guadeloupe","2045",87.591
"Guam","2045",100.736
"Guatemala","2045",95.514
"Guinea","2045",102.132
"Guinea-Bissau","2045",98.589
"Guyana","2045",100.557
"Haiti","2045",97.836
"Honduras","2045",100.301
"Hungary","2045",92.575
"Iceland","2045",107.11
"India","2045",103.877
"Indonesia","2045",98.046
"Iran","2045",100.131
"Iraq","2045",102.409
"Ireland","2045",100.016
"Israel","2045",100.871
"Italy","2045",96.16
"Jamaica","2045",94.892
"Japan","2045",92.453
"Jordan","2045",102.331
"Kazakhstan","2045",91.079
"Kenya","2045",100.628
"Kuwait","2045",127.797
"Kyrgyzstan","2045",97.018
"Laos","2045",100.512
"LATIN AMERICA AND THE CARIBBEAN","2045",95.755
"Latvia","2045",89.964
"Least developed countries","2045",99.747
"Lebanon","2045",96.013
"Lesotho","2045",95.638
"Less developed regions","2045",101.665
"Less developed regions, excluding China","2045",100.628
"Less developed regions, excluding least developed countries","2045",102.164
"Liberia","2045",99.793
"Libya","2045",101.533
"Lithuania","2045",90.116
"Luxembourg","2045",99.806
"Madagascar","2045",98.704
"Malawi","2045",102.252
"Malaysia","2045",100.821
"Maldives","2045",99.447
"Mali","2045",99.146
"Malta","2045",99.76
"Martinique","2045",90.165
"Mauritania","2045",101.83
"Mauritius","2045",94.062
"Mayotte","2045",97.139
"Melanesia","2045",103.059
"Mexico","2045",94.939
"Micronesia","2045",95.608
"Micronesia, Fed. Sts.","2045",106.264
"Middle Africa","2045",98.536
"Mongolia","2045",96.817
"Montenegro","2045",98.432
"More developed regions","2045",95.99
"Morocco","2045",94.526
"Mozambique","2045",101.184
"Myanmar","2045",94.498
"Namibia","2045",101.35
"Nepal","2045",96.358
"Netherlands","2045",98.691
"Netherlands Antilles","2045",85.61
"New Caledonia","2045",96.935
"New Zealand","2045",98.765
"Nicaragua","2045",96.109
"Niger","2045",101.405
"Nigeria","2045",101.497
"Northern Africa","2045",99.137
"NORTHERN AMERICA","2045",99.756
"Northern Europe","2045",98.369
"Norway","2045",98.934
"West Bank and Gaza","2045",103.329
"OCEANIA","2045",100.076
"Oman","2045",113.363
"Pakistan","2045",104.794
"Panama","2045",99.686
"Papua New Guinea","2045",102.996
"Paraguay","2045",99.329
"Peru","2045",98.917
"Philippines","2045",101.457
"Poland","2045",91.664
"Polynesia","2045",102.691
"Portugal","2045",94.184
"Puerto Rico","2045",92.735
"Qatar","2045",254.644
"Korea, Rep.","2045",95
"Moldova","2045",90.58
"Reunion","2045",93.087
"Romania","2045",93.526
"Russia","2045",86.04
"Rwanda","2045",95.312
"Saint Lucia","2045",94.408
"Saint Vincent and the Grenadines","2045",98.463
"Samoa","2045",109.699
"Sao Tome and Principe","2045",98.818
"Saudi Arabia","2045",107.6
"Senegal","2045",97.126
"Serbia","2045",98.887
"Sierra Leone","2045",97.781
"Singapore","2045",96.981
"Slovak Republic","2045",93.553
"Slovenia","2045",96.316
"Solomon Islands","2045",106.541
"Somalia","2045",99.024
"South Africa","2045",100.117
"South America","2045",95.785
"South-Central Asia","2045",103.064
"South-Eastern Asia","2045",98.498
"Southern Africa","2045",100.258
"Southern Europe","2045",97.687
"Spain","2045",100.283
"Sri Lanka","2045",92.899
"Sub- Saharan Africa","2045",100.137
"Sudan","2045",101.257
"Suriname","2045",98.459
"Swaziland","2045",102.163
"Sweden","2045",99.211
"Switzerland","2045",91.483
"Syria","2045",102.272
"Tajikistan","2045",96.537
"Macedonia, FYR","2045",99.225
"Thailand","2045",95.362
"Timor-Leste","2045",103.047
"Togo","2045",98.805
"Tonga","2045",103.043
"Trinidad and Tobago","2045",90.916
"Tunisia","2045",99.722
"Turkey","2045",98.449
"Turkmenistan","2045",95.379
"Uganda","2045",99.704
"Ukraine","2045",88.016
"United Arab Emirates","2045",186.835
"United Kingdom","2045",98.825
"Tanzania","2045",100.953
"United States","2045",99.496
"Virgin Islands (U.S.)","2045",88.492
"Uruguay","2045",95.092
"Uzbekistan","2045",97.507
"Vanuatu","2045",102.902
"Venezuela","2045",98.262
"Vietnam","2045",99.157
"Western Africa","2045",100.971
"Western Asia","2045",103.552
"Western Europe","2045",96.072
"Western Sahara","2045",103.206
"WORLD","2045",100.838
"Yemen, Rep.","2045",101
"Zambia","2045",101.616
"Zimbabwe","2045",100.901
"Afghanistan","2050",106.945
"AFRICA","2050",99.824
"Albania","2050",95.091
"Algeria","2050",100.183
"Angola","2050",96.942
"Argentina","2050",95.232
"Armenia","2050",90.703
"Aruba","2050",92.797
"ASIA","2050",102.697
"Australia","2050",98.927
"Australia/New Zealand","2050",98.937
"Austria","2050",96.792
"Azerbaijan","2050",97.614
"Bahamas","2050",91.371
"Bahrain","2050",119.631
"Bangladesh","2050",99.638
"Barbados","2050",94.655
"Belarus","2050",86.631
"Belgium","2050",95.187
"Belize","2050",100.139
"Benin","2050",101.874
"Bhutan","2050",102.73
"Bolivia","2050",99.342
"Bosnia and Herzegovina","2050",93.629
"Botswana","2050",104.727
"Brazil","2050",93.936
"Brunei","2050",98.6
"Bulgaria","2050",93.397
"Burkina Faso","2050",100.563
"Burundi","2050",96.496
"Cambodia","2050",99.317
"Cameroon","2050",100.154
"Canada","2050",102.571
"Cape Verde","2050",93.575
"Caribbean","2050",96.72
"Central African Rep.","2050",98.198
"Central America","2050",95.098
"Chad","2050",99.724
"Channel Islands","2050",94.832
"Chile","2050",95.453
"China","2050",106.262
"Hong Kong, China","2050",85.211
"Macao, China","2050",84.144
"Colombia","2050",95.662
"Comoros","2050",99.693
"Congo, Rep.","2050",100.152
"Costa Rica","2050",100.057
"Cote d'Ivoire","2050",99.951
"Croatia","2050",94.8
"Cuba","2050",98.189
"Cyprus","2050",97.208
"Czech Rep.","2050",97.944
"Korea, Dem. Rep.","2050",96.465
"Congo, Dem. Rep.","2050",98.011
"Denmark","2050",99.378
"Djibouti","2050",99.992
"Dominican Rep.","2050",97.637
"Eastern Africa","2050",99.826
"Eastern Asia","2050",104.671
"Eastern Europe","2050",89.298
"Ecuador","2050",97.731
"Egypt","2050",98.394
"El Salvador","2050",88.14
"Equatorial Guinea","2050",99.356
"Eritrea","2050",98.673
"Estonia","2050",91.278
"Ethiopia","2050",99.089
"EUROPE","2050",94.454
"Fiji","2050",102.809
"Finland","2050",96.594
"France","2050",96.616
"French Guiana","2050",98.338
"French Polynesia","2050",99.909
"Gabon","2050",102.128
"Gambia","2050",98.173
"Georgia","2050",91.324
"Germany","2050",95.535
"Ghana","2050",102.312
"Greece","2050",99.375
"Grenada","2050",102.704
"Guadeloupe","2050",87.359
"Guam","2050",100.528
"Guatemala","2050",95.436
"Guinea","2050",102.022
"Guinea-Bissau","2050",98.537
"Guyana","2050",100.223
"Haiti","2050",97.663
"Honduras","2050",100.234
"Hungary","2050",93.046
"Iceland","2050",106.469
"India","2050",103.486
"Indonesia","2050",97.807
"Iran","2050",99.677
"Iraq","2050",102.178
"Ireland","2050",99.887
"Israel","2050",101.037
"Italy","2050",96.181
"Jamaica","2050",95.076
"Japan","2050",92.423
"Jordan","2050",101.859
"Kazakhstan","2050",91.61
"Kenya","2050",100.501
"Kuwait","2050",125.164
"Kyrgyzstan","2050",97.007
"Laos","2050",100.389
"LATIN AMERICA AND THE CARIBBEAN","2050",95.483
"Latvia","2050",90.597
"Least developed countries","2050",99.618
"Lebanon","2050",96.235
"Lesotho","2050",95.494
"Less developed regions","2050",101.412
"Less developed regions, excluding China","2050",100.402
"Less developed regions, excluding least developed countries","2050",101.902
"Liberia","2050",99.752
"Libya","2050",100.939
"Lithuania","2050",90.461
"Luxembourg","2050",99.788
"Madagascar","2050",98.557
"Malawi","2050",102.535
"Malaysia","2050",100.638
"Maldives","2050",99.08
"Mali","2050",99.159
"Malta","2050",99.68
"Martinique","2050",90.79
"Mauritania","2050",101.573
"Mauritius","2050",93.89
"Mayotte","2050",96.725
"Melanesia","2050",103.07
"Mexico","2050",94.525
"Micronesia","2050",95.282
"Micronesia, Fed. Sts.","2050",106.376
"Middle Africa","2050",98.406
"Mongolia","2050",96.67
"Montenegro","2050",98.842
"More developed regions","2050",96.307
"Morocco","2050",94.493
"Mozambique","2050",101.622
"Myanmar","2050",94.433
"Namibia","2050",101.269
"Nepal","2050",96.012
"Netherlands","2050",98.909
"Netherlands Antilles","2050",85.856
"New Caledonia","2050",96.693
"New Zealand","2050",98.992
"Nicaragua","2050",95.72
"Niger","2050",101.419
"Nigeria","2050",101.405
"Northern Africa","2050",98.913
"NORTHERN AMERICA","2050",99.957
"Northern Europe","2050",98.691
"Norway","2050",98.856
"West Bank and Gaza","2050",103.151
"OCEANIA","2050",100.177
"Oman","2050",111.591
"Pakistan","2050",104.47
"Panama","2050",99.368
"Papua New Guinea","2050",103.033
"Paraguay","2050",99.036
"Peru","2050",98.572
"Philippines","2050",101.403
"Poland","2050",91.913
"Polynesia","2050",102.527
"Portugal","2050",94.208
"Puerto Rico","2050",93.221
"Qatar","2050",247.643
"Korea, Rep.","2050",94.426
"Moldova","2050",91.15
"Reunion","2050",93.051
"Romania","2050",93.582
"Russia","2050",86.866
"Rwanda","2050",95.224
"Saint Lucia","2050",94.223
"Saint Vincent and the Grenadines","2050",98.002
"Samoa","2050",109.794
"Sao Tome and Principe","2050",98.703
"Saudi Arabia","2050",106.058
"Senegal","2050",96.958
"Serbia","2050",99.127
"Sierra Leone","2050",97.938
"Singapore","2050",96.955
"Slovak Republic","2050",93.653
"Slovenia","2050",96.459
"Solomon Islands","2050",106.278
"Somalia","2050",98.964
"South Africa","2050",100.199
"South America","2050",95.514
"South-Central Asia","2050",102.713
"South-Eastern Asia","2050",98.42
"Southern Africa","2050",100.303
"Southern Europe","2050",97.795
"Spain","2050",100.387
"Sri Lanka","2050",92.953
"Sub- Saharan Africa","2050",100.047
"Sudan","2050",101.107
"Suriname","2050",98.442
"Swaziland","2050",101.914
"Sweden","2050",99.319
"Switzerland","2050",91.151
"Syria","2050",101.879
"Tajikistan","2050",96.432
"Macedonia, FYR","2050",99.259
"Thailand","2050",95.633
"Timor-Leste","2050",102.846
"Togo","2050",98.733
"Tonga","2050",103.238
"Trinidad and Tobago","2050",90.586
"Tunisia","2050",99.713
"Turkey","2050",98.148
"Turkmenistan","2050",95.273
"Uganda","2050",99.384
"Ukraine","2050",88.876
"United Arab Emirates","2050",185.795
"United Kingdom","2050",99.209
"Tanzania","2050",100.917
"United States","2050",99.673
"Virgin Islands (U.S.)","2050",89.492
"Uruguay","2050",95.212
"Uzbekistan","2050",97.357
"Vanuatu","2050",102.88
"Venezuela","2050",97.927
"Vietnam","2050",99.115
"Western Africa","2050",100.869
"Western Asia","2050",103.173
"Western Europe","2050",96.087
"Western Sahara","2050",101.969
"WORLD","2050",100.685
"Yemen, Rep.","2050",100.747
"Zambia","2050",101.658
"Zimbabwe","2050",100.883
